mass,weight,sample,role
102.599106,9.047384176648606e-05,Signal ($m_H$ = 125 GeV),signal
125.33627,0.00012181014784224191,Signal ($m_H$ = 125 GeV),signal
129.19025,8.538807736210018e-05,Signal ($m_H$ = 125 GeV),signal
124.17468,0.00012902448502659668,Signal ($m_H$ = 125 GeV),signal
126.1486,0.00012604463239028634,Signal ($m_H$ = 125 GeV),signal
120.833626,0.00012203241373732612,Signal ($m_H$ = 125 GeV),signal
124.4092,0.0001320226965164701,Signal ($m_H$ = 125 GeV),signal
122.808975,8.807817746247852e-05,Signal ($m_H$ = 125 GeV),signal
131.05301,0.00014335863207122764,Signal ($m_H$ = 125 GeV),signal
124.3345,0.00012776078403530723,Signal ($m_H$ = 125 GeV),signal
125.533936,9.593994499121496e-05,Signal ($m_H$ = 125 GeV),signal
124.01783,0.00014110266339092142,Signal ($m_H$ = 125 GeV),signal
123.535164,0.00013612500749632337,Signal ($m_H$ = 125 GeV),signal
123.67105,0.00014600302504531987,Signal ($m_H$ = 125 GeV),signal
128.00093,0.0001336963945036842,Signal ($m_H$ = 125 GeV),signal
125.1943,0.00015687445276714047,Signal ($m_H$ = 125 GeV),signal
125.48438,0.00013133817626461645,Signal ($m_H$ = 125 GeV),signal
125.60996,0.00013890306684515025,Signal ($m_H$ = 125 GeV),signal
129.84578,0.0001311901374780942,Signal ($m_H$ = 125 GeV),signal
124.12242,0.00013504473523705807,Signal ($m_H$ = 125 GeV),signal
123.069336,0.00013370909928358383,Signal ($m_H$ = 125 GeV),signal
124.35497,7.547304362522447e-05,Signal ($m_H$ = 125 GeV),signal
125.172226,0.00013966038525756752,Signal ($m_H$ = 125 GeV),signal
122.269,0.00012797571884815375,Signal ($m_H$ = 125 GeV),signal
123.0507,0.00014526565311202328,Signal ($m_H$ = 125 GeV),signal
125.962494,0.0001246215265116786,Signal ($m_H$ = 125 GeV),signal
123.50614,0.00014346680331764875,Signal ($m_H$ = 125 GeV),signal
123.11161,9.473479881986559e-05,Signal ($m_H$ = 125 GeV),signal
118.83577,0.00015052781439926405,Signal ($m_H$ = 125 GeV),signal
125.9444,0.00013942228431569956,Signal ($m_H$ = 125 GeV),signal
118.88157,0.00010786008585507109,Signal ($m_H$ = 125 GeV),signal
123.923485,0.00015244262597689665,Signal ($m_H$ = 125 GeV),signal
128.8713,0.00013327726152636567,Signal ($m_H$ = 125 GeV),signal
128.27719,0.00015411732932764963,Signal ($m_H$ = 125 GeV),signal
122.09643,0.00013094306882038378,Signal ($m_H$ = 125 GeV),signal
124.37082,0.00016066451800981254,Signal ($m_H$ = 125 GeV),signal
123.655205,5.842520232951922e-05,Signal ($m_H$ = 125 GeV),signal
125.33595,0.00015985123208397964,Signal ($m_H$ = 125 GeV),signal
126.42161,0.0001340639810312604,Signal ($m_H$ = 125 GeV),signal
113.45238,0.00013151334934283774,Signal ($m_H$ = 125 GeV),signal
123.885155,8.936533032860301e-05,Signal ($m_H$ = 125 GeV),signal
121.1678,0.00013996187494787934,Signal ($m_H$ = 125 GeV),signal
123.87506,0.00015208817745732136,Signal ($m_H$ = 125 GeV),signal
124.417145,0.00014713409047284245,Signal ($m_H$ = 125 GeV),signal
119.85477,0.0001319109083002113,Signal ($m_H$ = 125 GeV),signal
125.90119,0.00014002798536303458,Signal ($m_H$ = 125 GeV),signal
125.45495,0.00011186143810833117,Signal ($m_H$ = 125 GeV),signal
129.10007,0.00014297516532650224,Signal ($m_H$ = 125 GeV),signal
119.12561,6.587146432781515e-05,Signal ($m_H$ = 125 GeV),signal
121.03462,0.00011382288180724007,Signal ($m_H$ = 125 GeV),signal
120.25061,0.00013000715929965267,Signal ($m_H$ = 125 GeV),signal
124.408226,0.00010484265274109399,Signal ($m_H$ = 125 GeV),signal
121.511734,0.0001323179565936991,Signal ($m_H$ = 125 GeV),signal
120.77949,0.00013178928707324115,Signal ($m_H$ = 125 GeV),signal
122.7076,0.00013344528381905115,Signal ($m_H$ = 125 GeV),signal
122.218445,0.00012805736083770463,Signal ($m_H$ = 125 GeV),signal
120.13319,0.0001543074722489881,Signal ($m_H$ = 125 GeV),signal
123.84222,0.00014348816050275637,Signal ($m_H$ = 125 GeV),signal
119.76951,9.751575878464219e-05,Signal ($m_H$ = 125 GeV),signal
123.30999,0.00016246334291783557,Signal ($m_H$ = 125 GeV),signal
123.22802,0.0001409239457951227,Signal ($m_H$ = 125 GeV),signal
123.837975,8.161889426762256e-05,Signal ($m_H$ = 125 GeV),signal
121.73935,0.0001352698773485332,Signal ($m_H$ = 125 GeV),signal
125.50612,0.00011425668682069123,Signal ($m_H$ = 125 GeV),signal
127.491516,0.00014080591507963422,Signal ($m_H$ = 125 GeV),signal
122.06396,0.0001296250441654448,Signal ($m_H$ = 125 GeV),signal
124.43971,0.00014337639472364222,Signal ($m_H$ = 125 GeV),signal
125.21979,0.00013257811799784213,Signal ($m_H$ = 125 GeV),signal
124.40659,0.00012794711074774575,Signal ($m_H$ = 125 GeV),signal
125.8683,0.0001591028549671584,Signal ($m_H$ = 125 GeV),signal
116.83174,0.00014990209067263627,Signal ($m_H$ = 125 GeV),signal
128.02438,0.000150445126929161,Signal ($m_H$ = 125 GeV),signal
116.60711,0.00013448273695490154,Signal ($m_H$ = 125 GeV),signal
129.0548,0.00014375539883614385,Signal ($m_H$ = 125 GeV),signal
124.82295,0.00013841944893747262,Signal ($m_H$ = 125 GeV),signal
116.12231,8.927368615871249e-05,Signal ($m_H$ = 125 GeV),signal
122.5352,0.00013401974911821798,Signal ($m_H$ = 125 GeV),signal
124.25006,0.00015082203868148957,Signal ($m_H$ = 125 GeV),signal
125.19127,0.00013170447798746093,Signal ($m_H$ = 125 GeV),signal
130.11467,0.00013945534232251392,Signal ($m_H$ = 125 GeV),signal
126.35943,0.00012188110629136885,Signal ($m_H$ = 125 GeV),signal
126.0829,2.7424110016263387e-06,Signal ($m_H$ = 125 GeV),signal
123.43869,0.00014514230224191147,Signal ($m_H$ = 125 GeV),signal
93.415405,0.00015651604773810312,Signal ($m_H$ = 125 GeV),signal
124.940544,0.000141353981014419,Signal ($m_H$ = 125 GeV),signal
125.66338,0.00014092582774038556,Signal ($m_H$ = 125 GeV),signal
123.29488,0.00012654454011916413,Signal ($m_H$ = 125 GeV),signal
124.68771,0.0,Signal ($m_H$ = 125 GeV),signal
122.58217,0.0001403944711783499,Signal ($m_H$ = 125 GeV),signal
122.980125,0.00014210571187001005,Signal ($m_H$ = 125 GeV),signal
122.91199,0.00013302558424410033,Signal ($m_H$ = 125 GeV),signal
127.59709,9.04650636317e-05,Signal ($m_H$ = 125 GeV),signal
125.32078,0.0001389775968616512,Signal ($m_H$ = 125 GeV),signal
123.82318,6.938432427693282e-05,Signal ($m_H$ = 125 GeV),signal
123.90305,0.00014335245166965935,Signal ($m_H$ = 125 GeV),signal
123.652016,0.00014740808857248853,Signal ($m_H$ = 125 GeV),signal
125.74913,0.0001115933623237936,Signal ($m_H$ = 125 GeV),signal
121.862915,7.48528966591374e-05,Signal ($m_H$ = 125 GeV),signal
128.05109,0.00015586821516475264,Signal ($m_H$ = 125 GeV),signal
124.830925,0.0001474990952193654,Signal ($m_H$ = 125 GeV),signal
121.821754,0.0001491236642703344,Signal ($m_H$ = 125 GeV),signal
129.68036,0.00014600439670550648,Signal ($m_H$ = 125 GeV),signal
123.89609,0.00013750906118583563,Signal ($m_H$ = 125 GeV),signal
123.112946,0.00014137949852050397,Signal ($m_H$ = 125 GeV),signal
123.39903,0.0001473910586175191,Signal ($m_H$ = 125 GeV),signal
122.09867,0.00014355074192769793,Signal ($m_H$ = 125 GeV),signal
127.12938,0.0001420182511465242,Signal ($m_H$ = 125 GeV),signal
127.4192,8.564174919100657e-05,Signal ($m_H$ = 125 GeV),signal
124.76756,0.00012918770285361844,Signal ($m_H$ = 125 GeV),signal
125.38216,8.606071229440777e-05,Signal ($m_H$ = 125 GeV),signal
123.96471,0.00014103334404896785,Signal ($m_H$ = 125 GeV),signal
125.96276,0.0001468789952214798,Signal ($m_H$ = 125 GeV),signal
126.35528,0.0001044777382073828,Signal ($m_H$ = 125 GeV),signal
122.716995,0.00014835936585448015,Signal ($m_H$ = 125 GeV),signal
124.42144,0.00016785498956249257,Signal ($m_H$ = 125 GeV),signal
125.88123,0.00012130767933958034,Signal ($m_H$ = 125 GeV),signal
120.82511,0.00013235731543899116,Signal ($m_H$ = 125 GeV),signal
124.097694,0.00012140284793731024,Signal ($m_H$ = 125 GeV),signal
124.68573,0.0001510462810016514,Signal ($m_H$ = 125 GeV),signal
121.84862,0.00011696153331634819,Signal ($m_H$ = 125 GeV),signal
125.01909,0.0001369988385321403,Signal ($m_H$ = 125 GeV),signal
125.81788,0.0001285718184145398,Signal ($m_H$ = 125 GeV),signal
123.20299,0.00016846167800121454,Signal ($m_H$ = 125 GeV),signal
120.67126,0.00014285016298253776,Signal ($m_H$ = 125 GeV),signal
119.01336,0.00013197987540528283,Signal ($m_H$ = 125 GeV),signal
121.53349,0.0001475742418687622,Signal ($m_H$ = 125 GeV),signal
127.52097,0.0001381752411636253,Signal ($m_H$ = 125 GeV),signal
133.11487,0.00015217345608309446,Signal ($m_H$ = 125 GeV),signal
127.589424,0.00013284712305619098,Signal ($m_H$ = 125 GeV),signal
125.21627,0.00012159175044104804,Signal ($m_H$ = 125 GeV),signal
124.17351,0.00014380542390135135,Signal ($m_H$ = 125 GeV),signal
121.13593,7.606589733723128e-05,Signal ($m_H$ = 125 GeV),signal
124.40904,0.00011346202275637094,Signal ($m_H$ = 125 GeV),signal
107.05425,0.00013078451478702765,Signal ($m_H$ = 125 GeV),signal
122.26925,0.00013685427532713723,Signal ($m_H$ = 125 GeV),signal
120.572075,0.00012598030173655697,Signal ($m_H$ = 125 GeV),signal
124.46238,9.631332904443621e-05,Signal ($m_H$ = 125 GeV),signal
125.2014,0.00015300554029963438,Signal ($m_H$ = 125 GeV),signal
124.35259,0.00016716546514976302,Signal ($m_H$ = 125 GeV),signal
113.5163,0.00012726226943433582,Signal ($m_H$ = 125 GeV),signal
120.995186,0.0001279791794496666,Signal ($m_H$ = 125 GeV),signal
125.18998,0.00014885803985880279,Signal ($m_H$ = 125 GeV),signal
122.33076,0.00014404377696290347,Signal ($m_H$ = 125 GeV),signal
122.91349,0.00014476055692309788,Signal ($m_H$ = 125 GeV),signal
123.60206,0.00015338119549981476,Signal ($m_H$ = 125 GeV),signal
124.259544,0.0001306850199107152,Signal ($m_H$ = 125 GeV),signal
132.81676,0.00014376865671543817,Signal ($m_H$ = 125 GeV),signal
125.87529,9.285001801259045e-05,Signal ($m_H$ = 125 GeV),signal
123.72897,0.00011374377048386743,Signal ($m_H$ = 125 GeV),signal
123.37133,0.00014876800762110467,Signal ($m_H$ = 125 GeV),signal
127.24165,0.00013775179350104046,Signal ($m_H$ = 125 GeV),signal
123.4224,8.601679694778943e-05,Signal ($m_H$ = 125 GeV),signal
117.60156,0.00013748215784717055,Signal ($m_H$ = 125 GeV),signal
119.80078,0.0001278132543343301,Signal ($m_H$ = 125 GeV),signal
119.63452,7.792981876301533e-05,Signal ($m_H$ = 125 GeV),signal
123.7131,0.0001337379418247877,Signal ($m_H$ = 125 GeV),signal
118.51274,0.00013012652434772013,Signal ($m_H$ = 125 GeV),signal
127.74393,0.00014913649467411812,Signal ($m_H$ = 125 GeV),signal
125.272575,0.00013931462306836486,Signal ($m_H$ = 125 GeV),signal
117.47551,0.00014563172723772259,Signal ($m_H$ = 125 GeV),signal
124.187195,0.00012923361017614317,Signal ($m_H$ = 125 GeV),signal
131.58167,0.00013161576361883404,Signal ($m_H$ = 125 GeV),signal
126.28799,0.00014737686685763432,Signal ($m_H$ = 125 GeV),signal
124.56024,0.00013984000640938188,Signal ($m_H$ = 125 GeV),signal
111.80387,0.00015036238493334176,Signal ($m_H$ = 125 GeV),signal
121.954666,0.00012906164676535016,Signal ($m_H$ = 125 GeV),signal
125.179726,0.0,Signal ($m_H$ = 125 GeV),signal
128.40303,0.0001459484859857864,Signal ($m_H$ = 125 GeV),signal
125.54566,0.00015278630052899315,Signal ($m_H$ = 125 GeV),signal
122.58548,0.0001394562086719205,Signal ($m_H$ = 125 GeV),signal
124.25514,0.00012975419336137847,Signal ($m_H$ = 125 GeV),signal
125.64577,0.00012252946975341324,Signal ($m_H$ = 125 GeV),signal
126.29513,7.475628850009136e-08,Signal ($m_H$ = 125 GeV),signal
120.37474,0.00012393501020206227,Signal ($m_H$ = 125 GeV),signal
127.21555,5.651969614980581e-05,Signal ($m_H$ = 125 GeV),signal
121.58433,0.00014819495329567936,Signal ($m_H$ = 125 GeV),signal
113.278755,9.61055445115139e-05,Signal ($m_H$ = 125 GeV),signal
124.5628,0.00013773841424850517,Signal ($m_H$ = 125 GeV),signal
126.6783,0.00013552989983990076,Signal ($m_H$ = 125 GeV),signal
118.41055,9.073623814417175e-05,Signal ($m_H$ = 125 GeV),signal
129.88467,0.00014346445079833884,Signal ($m_H$ = 125 GeV),signal
127.42099,0.00013478246935034644,Signal ($m_H$ = 125 GeV),signal
124.47322,0.00013425220118032589,Signal ($m_H$ = 125 GeV),signal
129.04913,0.00015359834748903447,Signal ($m_H$ = 125 GeV),signal
126.28919,0.00013473854586724905,Signal ($m_H$ = 125 GeV),signal
114.61455,0.00014543509042202194,Signal ($m_H$ = 125 GeV),signal
127.075516,9.543003946395807e-05,Signal ($m_H$ = 125 GeV),signal
121.86754,0.00015252442563498225,Signal ($m_H$ = 125 GeV),signal
128.44342,0.0001587000075787133,Signal ($m_H$ = 125 GeV),signal
123.39911,0.00012475917493704163,Signal ($m_H$ = 125 GeV),signal
119.95181,0.00016822405716112717,Signal ($m_H$ = 125 GeV),signal
124.25858,0.00014352819679634566,Signal ($m_H$ = 125 GeV),signal
124.97609,0.00013551076685495308,Signal ($m_H$ = 125 GeV),signal
121.844826,0.00015583556164305853,Signal ($m_H$ = 125 GeV),signal
123.69771,0.00013114908335795547,Signal ($m_H$ = 125 GeV),signal
127.68026,0.00014716034691454637,Signal ($m_H$ = 125 GeV),signal
124.39812,8.634637559633347e-05,Signal ($m_H$ = 125 GeV),signal
116.85342,0.00010438417608361384,Signal ($m_H$ = 125 GeV),signal
128.35223,0.00015473254857421186,Signal ($m_H$ = 125 GeV),signal
119.7455,0.00016388855349210079,Signal ($m_H$ = 125 GeV),signal
109.79399,0.00010949680025823846,Signal ($m_H$ = 125 GeV),signal
126.699905,0.00012945978042464937,Signal ($m_H$ = 125 GeV),signal
119.837906,0.0001255198706495262,Signal ($m_H$ = 125 GeV),signal
124.735,0.0001475676949435883,Signal ($m_H$ = 125 GeV),signal
123.91433,0.0001505350012249227,Signal ($m_H$ = 125 GeV),signal
123.94435,0.00013035872560097111,Signal ($m_H$ = 125 GeV),signal
125.910515,0.0001426335015043748,Signal ($m_H$ = 125 GeV),signal
124.87716,0.000135850794820165,Signal ($m_H$ = 125 GeV),signal
125.88959,0.00015361921138584272,Signal ($m_H$ = 125 GeV),signal
122.861664,0.00011046136383513136,Signal ($m_H$ = 125 GeV),signal
129.35052,0.0001333562289480829,Signal ($m_H$ = 125 GeV),signal
125.48655,0.00019207700207402094,Signal ($m_H$ = 125 GeV),signal
128.39809,0.00014357523164752593,Signal ($m_H$ = 125 GeV),signal
121.77363,0.00012039209105214986,Signal ($m_H$ = 125 GeV),signal
125.647354,0.00015700363042676913,Signal ($m_H$ = 125 GeV),signal
128.76926,0.00012470698587640017,Signal ($m_H$ = 125 GeV),signal
124.12619,0.00010967032488793815,Signal ($m_H$ = 125 GeV),signal
124.113976,0.00016231430887035688,Signal ($m_H$ = 125 GeV),signal
125.71871,0.0001370136716853842,Signal ($m_H$ = 125 GeV),signal
121.447334,0.00014944344375803818,Signal ($m_H$ = 125 GeV),signal
124.92088,0.0001222976830212184,Signal ($m_H$ = 125 GeV),signal
129.8126,0.00016239332967678692,Signal ($m_H$ = 125 GeV),signal
126.61611,0.00013558018820847216,Signal ($m_H$ = 125 GeV),signal
123.35107,0.00014310686648692908,Signal ($m_H$ = 125 GeV),signal
121.178085,0.0001522819835274119,Signal ($m_H$ = 125 GeV),signal
121.7236,0.00014036451267189067,Signal ($m_H$ = 125 GeV),signal
118.39503,0.00013366402305973457,Signal ($m_H$ = 125 GeV),signal
116.12265,0.00014488656637815092,Signal ($m_H$ = 125 GeV),signal
123.16731,0.00013266740258056317,Signal ($m_H$ = 125 GeV),signal
97.914734,0.00011081819714287038,Signal ($m_H$ = 125 GeV),signal
122.6265,0.00014207745645183938,Signal ($m_H$ = 125 GeV),signal
120.31499,0.00012249772631742854,Signal ($m_H$ = 125 GeV),signal
126.11918,0.00012161281432694115,Signal ($m_H$ = 125 GeV),signal
125.527275,0.0001187605399618807,Signal ($m_H$ = 125 GeV),signal
124.22911,0.0001009198509904137,Signal ($m_H$ = 125 GeV),signal
123.011444,0.00012970397899285486,Signal ($m_H$ = 125 GeV),signal
125.91366,0.00013344182188305249,Signal ($m_H$ = 125 GeV),signal
126.20499,0.00015059879613891507,Signal ($m_H$ = 125 GeV),signal
123.95878,0.000149634795081357,Signal ($m_H$ = 125 GeV),signal
126.064285,0.00012106479819503048,Signal ($m_H$ = 125 GeV),signal
125.22506,0.00012089129180327702,Signal ($m_H$ = 125 GeV),signal
123.0095,0.00014690612007172863,Signal ($m_H$ = 125 GeV),signal
125.24675,0.00010942142630620332,Signal ($m_H$ = 125 GeV),signal
128.56757,0.00015640023843429158,Signal ($m_H$ = 125 GeV),signal
123.393616,0.0001528136127572939,Signal ($m_H$ = 125 GeV),signal
122.699165,0.00014505128317350704,Signal ($m_H$ = 125 GeV),signal
121.19887,0.0001364629231407989,Signal ($m_H$ = 125 GeV),signal
121.34458,0.00013092365165353915,Signal ($m_H$ = 125 GeV),signal
126.60084,0.00012676177868365795,Signal ($m_H$ = 125 GeV),signal
121.197876,0.0001440376120082162,Signal ($m_H$ = 125 GeV),signal
128.32755,0.00011940930013174038,Signal ($m_H$ = 125 GeV),signal
127.29576,0.000148691152326356,Signal ($m_H$ = 125 GeV),signal
119.66388,9.711596451544637e-05,Signal ($m_H$ = 125 GeV),signal
126.6807,0.0001198917859614706,Signal ($m_H$ = 125 GeV),signal
126.89218,0.00013829888214648118,Signal ($m_H$ = 125 GeV),signal
119.083565,0.0001572132463496937,Signal ($m_H$ = 125 GeV),signal
125.340065,0.00013267503038309362,Signal ($m_H$ = 125 GeV),signal
125.154495,0.00012673916535267316,Signal ($m_H$ = 125 GeV),signal
128.34958,0.00013872960274681484,Signal ($m_H$ = 125 GeV),signal
126.051704,9.089163313339221e-05,Signal ($m_H$ = 125 GeV),signal
121.76924,9.173515625870579e-05,Signal ($m_H$ = 125 GeV),signal
124.64124,7.829700915279519e-05,Signal ($m_H$ = 125 GeV),signal
123.472206,0.0001396172928141389,Signal ($m_H$ = 125 GeV),signal
124.80898,7.973916595631166e-05,Signal ($m_H$ = 125 GeV),signal
122.584045,0.00013081864852485523,Signal ($m_H$ = 125 GeV),signal
125.40098,0.00013761169411148372,Signal ($m_H$ = 125 GeV),signal
125.626114,0.00013463174931287885,Signal ($m_H$ = 125 GeV),signal
125.53817,0.000145796614877959,Signal ($m_H$ = 125 GeV),signal
124.09865,0.0001341639683293063,Signal ($m_H$ = 125 GeV),signal
125.74195,0.00015066357998079708,Signal ($m_H$ = 125 GeV),signal
124.85223,0.0001408075810913467,Signal ($m_H$ = 125 GeV),signal
128.40189,0.00013827821176530362,Signal ($m_H$ = 125 GeV),signal
125.311356,9.049189344800193e-05,Signal ($m_H$ = 125 GeV),signal
127.275536,0.00013621373805174425,Signal ($m_H$ = 125 GeV),signal
125.63213,0.00012719525908978576,Signal ($m_H$ = 125 GeV),signal
121.993835,0.00011979064317339695,Signal ($m_H$ = 125 GeV),signal
123.56514,0.00014933220459600435,Signal ($m_H$ = 125 GeV),signal
124.5556,0.0001141958556975683,Signal ($m_H$ = 125 GeV),signal
127.09599,0.0001675761324149719,Signal ($m_H$ = 125 GeV),signal
124.25884,0.00012294893386316646,Signal ($m_H$ = 125 GeV),signal
125.070366,0.00010811768173874382,Signal ($m_H$ = 125 GeV),signal
123.15347,0.00010190370792051907,Signal ($m_H$ = 125 GeV),signal
120.14327,0.00011576759845606066,Signal ($m_H$ = 125 GeV),signal
124.27521,0.00013613573996817623,Signal ($m_H$ = 125 GeV),signal
124.69732,0.00013940284224490864,Signal ($m_H$ = 125 GeV),signal
120.65709,0.00013926232073256545,Signal ($m_H$ = 125 GeV),signal
126.79111,0.00015289121330182658,Signal ($m_H$ = 125 GeV),signal
124.18023,6.708794549353037e-05,Signal ($m_H$ = 125 GeV),signal
121.31544,0.0001560496971559256,Signal ($m_H$ = 125 GeV),signal
121.19614,0.0001211161334687302,Signal ($m_H$ = 125 GeV),signal
125.31984,0.00011956585374669108,Signal ($m_H$ = 125 GeV),signal
125.47341,0.00014573313239263835,Signal ($m_H$ = 125 GeV),signal
120.59815,9.239326426757302e-05,Signal ($m_H$ = 125 GeV),signal
122.61597,0.00013579643322182363,Signal ($m_H$ = 125 GeV),signal
122.67172,0.00012975677211204322,Signal ($m_H$ = 125 GeV),signal
128.33543,0.00014822334290916488,Signal ($m_H$ = 125 GeV),signal
119.79416,0.0001318800133235216,Signal ($m_H$ = 125 GeV),signal
122.55368,0.00013820709419977935,Signal ($m_H$ = 125 GeV),signal
122.56072,0.00013939096076910363,Signal ($m_H$ = 125 GeV),signal
124.45255,0.00013652934734235635,Signal ($m_H$ = 125 GeV),signal
123.44849,0.0001340501257948022,Signal ($m_H$ = 125 GeV),signal
123.767136,0.0001283885669167932,Signal ($m_H$ = 125 GeV),signal
124.64909,0.0001200086666371604,Signal ($m_H$ = 125 GeV),signal
121.91644,0.00015778700896411485,Signal ($m_H$ = 125 GeV),signal
125.244286,0.00013882855755134246,Signal ($m_H$ = 125 GeV),signal
124.40546,0.0001381596867472031,Signal ($m_H$ = 125 GeV),signal
122.55572,0.00014990089050574855,Signal ($m_H$ = 125 GeV),signal
119.984276,0.00014319216772650946,Signal ($m_H$ = 125 GeV),signal
126.55867,0.0001259844169520591,Signal ($m_H$ = 125 GeV),signal
127.36456,0.00014172068038748175,Signal ($m_H$ = 125 GeV),signal
124.706,0.00016586993076363575,Signal ($m_H$ = 125 GeV),signal
126.88642,0.00014620930062766123,Signal ($m_H$ = 125 GeV),signal
120.8563,0.00013735390007124976,Signal ($m_H$ = 125 GeV),signal
122.8385,0.00011352916642785815,Signal ($m_H$ = 125 GeV),signal
126.13786,0.00013984238012082668,Signal ($m_H$ = 125 GeV),signal
127.14693,7.909713700391814e-05,Signal ($m_H$ = 125 GeV),signal
125.72415,0.00012982315428933678,Signal ($m_H$ = 125 GeV),signal
128.19463,0.00015198613453332524,Signal ($m_H$ = 125 GeV),signal
124.17865,9.23294628110385e-05,Signal ($m_H$ = 125 GeV),signal
125.24494,0.00011758778062682307,Signal ($m_H$ = 125 GeV),signal
117.05049,0.00011727181765361441,Signal ($m_H$ = 125 GeV),signal
126.704926,0.0001260695503552165,Signal ($m_H$ = 125 GeV),signal
123.379425,0.00011756495359150096,Signal ($m_H$ = 125 GeV),signal
122.202126,0.0001451655786174992,Signal ($m_H$ = 125 GeV),signal
125.93541,0.00012208597458510418,Signal ($m_H$ = 125 GeV),signal
123.07852,0.00011258644242486101,Signal ($m_H$ = 125 GeV),signal
116.67627,0.00014803144563162757,Signal ($m_H$ = 125 GeV),signal
125.74592,0.00015192558554374383,Signal ($m_H$ = 125 GeV),signal
123.509605,0.00013690977034938164,Signal ($m_H$ = 125 GeV),signal
124.84039,0.00014321687330865376,Signal ($m_H$ = 125 GeV),signal
123.24862,0.0001419813253696089,Signal ($m_H$ = 125 GeV),signal
120.17806,0.0001376535397217274,Signal ($m_H$ = 125 GeV),signal
122.73526,0.00013185095218680833,Signal ($m_H$ = 125 GeV),signal
126.6264,0.0001352648985570159,Signal ($m_H$ = 125 GeV),signal
125.808945,0.00011338563278569467,Signal ($m_H$ = 125 GeV),signal
123.390175,0.00014509040759490594,Signal ($m_H$ = 125 GeV),signal
111.007675,0.00010075494955918057,Signal ($m_H$ = 125 GeV),signal
124.681335,9.547454667005628e-05,Signal ($m_H$ = 125 GeV),signal
123.992424,0.00013940563776662613,Signal ($m_H$ = 125 GeV),signal
125.18332,0.00012271425598854143,Signal ($m_H$ = 125 GeV),signal
119.71794,8.879236257523791e-05,Signal ($m_H$ = 125 GeV),signal
123.059074,0.00012347748303077855,Signal ($m_H$ = 125 GeV),signal
119.06313,0.00014945335607402415,Signal ($m_H$ = 125 GeV),signal
123.67961,0.00014798586541602741,Signal ($m_H$ = 125 GeV),signal
123.25973,0.00013485094474697284,Signal ($m_H$ = 125 GeV),signal
123.07983,0.00012209642012771162,Signal ($m_H$ = 125 GeV),signal
124.2022,0.00014563491507416115,Signal ($m_H$ = 125 GeV),signal
121.32475,9.91438664442589e-05,Signal ($m_H$ = 125 GeV),signal
126.83374,0.000138665956884668,Signal ($m_H$ = 125 GeV),signal
123.87416,0.00013481811469143686,Signal ($m_H$ = 125 GeV),signal
120.20221,0.000140965144133012,Signal ($m_H$ = 125 GeV),signal
125.56361,0.0001357210752073479,Signal ($m_H$ = 125 GeV),signal
129.4106,0.00012566647282741576,Signal ($m_H$ = 125 GeV),signal
120.38956,0.00014078775639059577,Signal ($m_H$ = 125 GeV),signal
114.442055,0.00016602766175823636,Signal ($m_H$ = 125 GeV),signal
125.793106,0.000139858873799926,Signal ($m_H$ = 125 GeV),signal
115.539154,0.00013586226497177425,Signal ($m_H$ = 125 GeV),signal
124.44294,0.00012938508756833378,Signal ($m_H$ = 125 GeV),signal
125.17454,0.00013233881322305603,Signal ($m_H$ = 125 GeV),signal
125.58558,0.00013235855225383216,Signal ($m_H$ = 125 GeV),signal
120.12911,0.00014704902753803984,Signal ($m_H$ = 125 GeV),signal
117.11983,0.000112744199378485,Signal ($m_H$ = 125 GeV),signal
124.1487,0.00011562398075694786,Signal ($m_H$ = 125 GeV),signal
121.3949,0.00013587062487481008,Signal ($m_H$ = 125 GeV),signal
123.23945,0.00012035083076951995,Signal ($m_H$ = 125 GeV),signal
120.59634,0.00014354862111728764,Signal ($m_H$ = 125 GeV),signal
123.894424,0.00014657133035757784,Signal ($m_H$ = 125 GeV),signal
123.129745,0.0001231095953156873,Signal ($m_H$ = 125 GeV),signal
121.90899,0.0001647957711454564,Signal ($m_H$ = 125 GeV),signal
126.00492,0.00014314734795084253,Signal ($m_H$ = 125 GeV),signal
119.55436,0.00010749722053094441,Signal ($m_H$ = 125 GeV),signal
129.8149,0.00013284771134481263,Signal ($m_H$ = 125 GeV),signal
123.662186,0.00012180947291387325,Signal ($m_H$ = 125 GeV),signal
123.28283,0.00013713567680477025,Signal ($m_H$ = 125 GeV),signal
120.16189,0.00013689068954935089,Signal ($m_H$ = 125 GeV),signal
126.68559,0.00013346415956794606,Signal ($m_H$ = 125 GeV),signal
124.61018,0.0001467093033017869,Signal ($m_H$ = 125 GeV),signal
126.68367,0.00011267061511008616,Signal ($m_H$ = 125 GeV),signal
125.475044,0.0001186183237674659,Signal ($m_H$ = 125 GeV),signal
125.70861,0.00014322374869416804,Signal ($m_H$ = 125 GeV),signal
122.483086,0.00014436037299873838,Signal ($m_H$ = 125 GeV),signal
109.4635,0.00012750975246462825,Signal ($m_H$ = 125 GeV),signal
124.78167,0.00012622884279757165,Signal ($m_H$ = 125 GeV),signal
123.780014,0.000158685624135147,Signal ($m_H$ = 125 GeV),signal
123.96148,0.00014395394910348796,Signal ($m_H$ = 125 GeV),signal
122.39426,0.0001432229944969417,Signal ($m_H$ = 125 GeV),signal
125.57642,0.00013540162480256372,Signal ($m_H$ = 125 GeV),signal
122.706856,0.00016176035305064636,Signal ($m_H$ = 125 GeV),signal
